Title20,ISO_ABBREV,TITLE,ISSN,ISSUES/YEAR,COUNTRY,LANGUAGE,1ST_YR_PUB,categories,TOT_CITES,CITES_JCR_YR,CITES_JCR_YR1,CITES_JCR_YR2,IF_NUMERATOR,CITES_JCR_YR3,CITES_JCR_YR4,CITES_JCR_YR5,5YR_IF_NUMERATOR,ITEMS_JCR_YR,ITEMS_JCR_YR1,ITEMS_JCR_YR2,IF_DENOMINATOR,ITEMS_JCR_YR3,ITEMS_JCR_YR4,ITEMS_JCR_YR5,5YR_IF_DENOMINATOR,IMPACT_FACTOR,IMMEDIACY_INDEX,CITED_HALF_LIFE,5YR_IMPACT_FACTOR,EIGENFACTOR,NORMEIGENFACTOR,ARTL_INFLUENCE,FREQUENCY,PUBCODE,PUBLISHER_NAME,CATEGORY_CODE,CATEGORY_DESCRIPTION,CATEGORY_RANKING,QUARTILE_RANK,JIF_PERCENTILE
ENVIRON SCI-WAT RES,Environ. Sci.-Wat. Res. Technol.,Environmental Science-Water Research & Technology,2053-1400,6,ENGLAND,ENGLISH,2015,IH JA ZR,59,57,1,0,1,0,0,0,1,82,0,0,0,0,0,0,0,,0.695,,,0.00001,0,,B,VX250,ROYAL SOC CHEMISTRY,ZR,WATER RESOURCES,85/85,Q4,0.588
GRUNDWASSER,Grundwasser,Grundwasser,1430-483X,4,GERMANY (FED REP GER),ENGLISH,1995,JA ZR,81,5,8,9,17,8,13,7,45,17,20,19,39,18,19,16,92,0.436,0.294,,0.489,0.00023,0.02595,0.164,Q,ZX651,SPRINGER HEIDELBERG,ZR,WATER RESOURCES,74/85,Q4,13.529
IRRIG DRAIN,Irrig. Drain.,IRRIGATION AND DRAINAGE,1531-0353,5,ENGLAND,ENGLISH,2001,AM ZR,1392,3,30,61,91,91,64,36,282,63,68,93,161,99,81,49,390,0.565,0.048,>10,0.723,0.00117,0.13283,0.198,B,FL501,WILEY-BLACKWELL,ZR,WATER RESOURCES,70/85,Q4,18.235
J HYDRAUL ENG,J. Hydraul. Eng.-ASCE,JOURNAL OF HYDRAULIC ENGINEERING,0733-9429,12,USA,ENGLISH,1983,IM IU ZR,7275,31,142,188,330,228,263,248,1069,91,122,135,257,113,166,113,649,1.284,0.341,>10,1.647,0.00589,0.67176,0.600,M,EC418,ASCE-AMER SOC CIVIL ENGINEERS,ZR,WATER RESOURCES,49/85,Q3,42.941
J HYDROINFORM,J. Hydroinform.,JOURNAL OF HYDROINFORMATICS,1464-7141,4,ENGLAND,ENGLISH,1999,EV IM JA ZR,984,40,86,137,223,100,126,75,524,52,91,98,189,72,62,36,359,1.180,0.769,5,1.460,0.00226,0.2581,0.417,Q,LS990,IWA PUBLISHING,ZR,WATER RESOURCES,52/85,Q3,39.412
J HYDROL ENG,J. Hydrol. Eng.,JOURNAL OF HYDROLOGIC ENGINEERING,1084-0699,12,USA,ENGLISH,1996,IM JA ZR,3231,40,290,299,589,254,246,249,1338,195,204,181,385,138,107,107,737,1.530,0.205,6.9,1.815,0.00578,0.65874,0.519,M,EC418,ASCE-AMER SOC CIVIL ENGINEERS,ZR,WATER RESOURCES,36/85,Q2,58.235
WATER ENVIRON J,Water Environ. J.,WATER AND ENVIRONMENT JOURNAL,1747-6585,4,ENGLAND,ENGLISH,2004,JA OU ZR,565,5,48,63,111,101,90,28,330,61,65,59,124,63,60,36,283,0.895,0.082,4.7,1.166,0.00131,0.14887,0.305,Q,FL501,WILEY-BLACKWELL,ZR,WATER RESOURCES,60/85,Q3,30
WATER RES,Water Res.,WATER RESEARCH,0043-1354,20,ENGLAND,ENGLISH,1967,IH JA ZR,61285,677,3653,4387,8040,4498,4921,4241,21700,651,667,675,1342,633,647,584,3206,5.991,1.040,8.3,6.769,0.07804,8.89534,1.610,S,UC250,PERGAMON-ELSEVIER SCIENCE LTD,ZR,WATER RESOURCES,1/85,Q1,99.412
CR MECANIQUE,C. R. Mec.,COMPTES RENDUS MECANIQUE,1631-0721,10,FRANCE,FRENCH,2002,PU,1099,16,61,99,160,151,121,95,527,63,75,87,162,90,82,83,417,0.988,0.254,6.1,1.264,0.00355,0.40504,0.564,M,JB243,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,PU,MECHANICS,93/135,Q3,31.481
DOKL PHYS,Dokl. Phys.,DOKLADY PHYSICS,1028-3358,12,RUSSIA,ENGLISH,1933,PU UI,691,10,68,67,135,68,50,27,280,131,134,129,263,115,145,142,665,0.513,0.076,7.2,0.421,0.00184,0.21005,0.183,M,PT700,MAIK NAUKA/INTERPERIODICA/SPRINGER,PU,MECHANICS,122/135,Q4,10
EXP MECH,Exp. Mech.,EXPERIMENTAL MECHANICS,0014-4851,9,ENGLAND,ENGLISH,1961,PM PU QF,3765,52,224,284,508,267,278,273,1326,145,140,148,288,131,123,127,669,1.764,0.359,8.8,1.982,0.00753,0.858,0.744,M,YK501,SPRINGER,PU,MECHANICS,45/135,Q2,67.037
FINITE ELEM ANAL DES,Finite Elem. Anal. Des.,FINITE ELEMENTS IN ANALYSIS AND DESIGN,0168-874X,12,NETHERLANDS,ENGLISH,1985,PN PU,3198,27,189,283,472,275,332,164,1243,90,115,102,217,127,125,104,573,2.175,0.300,8.1,2.169,0.00735,0.83781,0.848,M,JM901,ELSEVIER SCIENCE BV,PU,MECHANICS,26/135,Q1,81.111
INT J AEROACOUST,Int. J. Aeroacoust.,International Journal of Aeroacoustics,1475-472X,8,USA,ENGLISH,2002,AA AI PU,268,0,9,15,24,20,23,45,112,41,27,31,58,36,23,28,145,0.414,0.000,6.5,0.772,0.00094,0.10665,0.427,B,WH001,SAGE PUBLICATIONS INC,PU,MECHANICS,123/135,Q4,9.259
INT J APPL MECH,Int. J. Appl. Mech.,International Journal of Applied Mechanics,1758-8251,4,ENGLAND,ENGLISH,2009,PU,549,25,112,73,185,74,78,75,412,93,80,46,126,47,45,42,260,1.468,0.269,3.9,1.585,0.00156,0.17762,0.396,Q,LU900,IMPERIAL COLLEGE PRESS,PU,MECHANICS,60/135,Q2,55.926
INT J MECH SCI,Int. J. Mech. Sci.,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,0020-7403,12,ENGLAND,ENGLISH,1960,IU PU,6930,127,563,660,1223,489,390,379,2481,290,272,221,493,159,105,166,923,2.481,0.438,9.4,2.688,0.01122,1.27854,0.804,M,UC250,PERGAMON-ELSEVIER SCIENCE LTD,PU,MECHANICS,19/135,Q1,86.296
INT J MULTIPHAS FLOW,Int. J. Multiph. Flow,INTERNATIONAL JOURNAL OF MULTIPHASE FLOW,0301-9322,10,ENGLAND,ENGLISH,1974,PU,6349,78,307,287,594,345,356,269,1564,175,159,105,264,123,124,83,594,2.250,0.446,>10,2.633,0.00831,0.94735,0.925,M,UC250,PERGAMON-ELSEVIER SCIENCE LTD,PU,MECHANICS,23/135,Q1,83.333
INT J NONLIN MECH,Int. J. Non-Linear Mech.,INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS,0020-7462,10,ENGLAND,MULTI-LANGUAGE,1966,PU,3869,64,273,324,597,325,264,181,1367,171,155,156,311,152,144,94,701,1.920,0.374,8.6,1.950,0.00727,0.82876,0.686,M,UC250,PERGAMON-ELSEVIER SCIENCE LTD,PU,MECHANICS,38/135,Q2,72.222
INT J NUMER METH FL,Int. J. Numer. Methods Fluids,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,0271-2091,36,ENGLAND,ENGLISH,1981,EV PO PU UF,5193,21,134,326,460,351,465,268,1544,103,130,188,318,267,280,195,1060,1.447,0.204,9.6,1.457,0.01167,1.32978,0.728,F,FL501,WILEY-BLACKWELL,PU,MECHANICS,62/135,Q2,54.444
J APPL MECH TECH PH+,J. Appl. Mech. Tech. Phys.,Journal of Applied Mechanics and Technical Physics,0021-8944,6,RUSSIA,ENGLISH,1960,PU UB,929,8,26,37,63,35,37,25,160,108,114,116,230,115,120,113,578,0.274,0.074,>10,0.277,0.00115,0.13124,0.132,B,PT700,MAIK NAUKA/INTERPERIODICA/SPRINGER,PU,MECHANICS,131/135,Q4,3.333
J APPL MECH-T ASME,J. Appl. Mech.-Trans. ASME,JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,0021-8936,6,USA,ENGLISH,1935,PU,10147,38,230,297,527,249,174,123,1073,95,171,207,378,147,139,127,791,1.394,0.400,>10,1.357,0.00662,0.75436,0.553,B,EC800,ASME,PU,MECHANICS,66/135,Q2,51.481
J STAT MECH-THEORY E,J. Stat. Mech.-Theory Exp.,JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,1742-5468,12,ENGLAND,ENGLISH,2004,PU UR,6007,145,707,535,1242,529,644,521,2936,301,326,268,594,269,340,354,1557,2.091,0.482,5.9,1.886,0.02106,2.40067,0.895,M,NW493,IOP PUBLISHING LTD,PU,MECHANICS,29/135,Q1,78.889
J THEOR APP MECH-POL,J. Theor. Appl. Mech.,Journal of Theoretical and Applied Mechanics,1429-2955,4,POLAND,ENGLISH,1998,PU,483,5,38,89,127,51,58,44,280,90,96,91,187,71,67,54,379,0.679,0.056,5,0.739,0.00119,0.13605,0.208,Q,ABU60,POLISH SOC THEORETICAL & APPLIED MECHANICS,PU,MECHANICS,117/135,Q4,13.704
GLIA,Glia,GLIA,0894-1491,12,USA,ENGLISH,1988,RU,11548,203,801,1022,1823,912,782,828,4345,158,147,157,304,166,162,171,803,5.997,1.285,7.7,5.411,0.02050,2.33702,1.688,M,FL501,WILEY-BLACKWELL,RU,NEUROSCIENCES,25/256,Q1,90.43
HUM MOVEMENT SCI,Hum. Mov. Sci.,HUMAN MOVEMENT SCIENCE,0167-9457,6,NETHERLANDS,ENGLISH,1982,RU VI XW,3354,52,169,226,395,256,260,216,1127,157,132,114,246,125,94,79,544,1.606,0.331,8.6,2.072,0.00513,0.58519,0.624,B,JM901,ELSEVIER SCIENCE BV,RU,NEUROSCIENCES,204/256,Q4,20.508
IDEGGYOGY SZEMLE,Ideggyogy. Szle.,Ideggyogyaszati Szemle-Clinical Neuroscience,0019-1442,6,HUNGARY,HUNGARIAN,1948,RT RU,171,4,18,26,44,17,16,16,93,53,62,55,117,46,53,39,255,0.376,0.075,5.3,0.365,0.00018,0.02048,0.047,B,ABV36,LITERATURA MEDICA,RU,NEUROSCIENCES,250/256,Q4,2.539
IEEE T AUTON MENT DE,IEEE Trans. Auton. Ment. Dev.,IEEE Transactions on Autonomous Mental Development,1943-0604,4,USA,ENGLISH,2009,EP RB RU,232,8,28,25,53,27,31,66,177,27,20,24,44,22,24,23,113,1.205,0.296,4.9,1.566,0.00085,0.09662,0.496,Q,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,RU,NEUROSCIENCES,225/256,Q4,12.305
INT REV NEUROBIOL,Int. Rev. Neurobiol.,International Review of Neurobiology,0074-7742,0,USA,ENGLISH,1959,RU,2120,0,129,230,359,143,211,118,831,,61,72,133,55,74,68,330,2.699,,6.8,2.518,0.00400,0.45634,0.802,I,AH001,ACADEMIC PRESS INC ELSEVIER SCIENCE,RU,NEUROSCIENCES,129/256,Q3,49.805
J COGNITIVE NEUROSCI,J. Cogn. Neurosci.,JOURNAL OF COGNITIVE NEUROSCIENCE,0898-929X,12,USA,ENGLISH,1989,RU,16535,124,611,752,1363,818,1640,1273,5094,190,217,166,383,188,320,218,1109,3.559,0.653,8.8,4.593,0.03243,3.69638,1.934,M,RA668,MIT PRESS,RU,NEUROSCIENCES,81/256,Q2,68.555
J NEURODEV DISORD,J. Neurodev. Disord.,Journal of Neurodevelopmental Disorders,1866-1947,4,USA,ENGLISH,2009,RT RU,661,12,94,115,209,110,138,72,529,35,44,31,75,25,36,22,158,2.787,0.343,4,3.348,0.00297,0.33858,1.243,Q,FI745,BIOMED CENTRAL LTD,RU,NEUROSCIENCES,124/256,Q2,51.758
GENESIS,Genesis,GENESIS,1526-954X,12,USA,ENGLISH,2000,HY KM,3783,38,164,204,368,131,217,220,936,63,91,79,170,85,83,83,421,2.165,0.603,9.5,2.223,0.00668,0.76158,1.049,M,FL501,WILEY-BLACKWELL,KM,GENETICS & HEREDITY,99/166,Q3,40.663
GENET MED,Genet. Med.,GENETICS IN MEDICINE,1098-3600,12,USA,ENGLISH,1998,KM,6267,277,752,1083,1835,663,818,532,3848,118,122,116,238,121,125,107,591,7.710,2.347,4.4,6.511,0.02540,2.89487,2.842,M,SL801,NATURE PUBLISHING GROUP,KM,GENETICS & HEREDITY,13/166,Q1,92.47
J APPL GENET,J. Appl. Genetics,JOURNAL OF APPLIED GENETICS,1234-1983,4,POLAND,ENGLISH,1995,DB KM,1019,23,78,138,216,91,132,93,532,59,54,58,112,51,61,63,287,1.929,0.390,5.5,1.854,0.00224,0.25571,0.517,Q,ZX651,SPRINGER HEIDELBERG,KM,GENETICS & HEREDITY,112/166,Q3,32.831
J ASSIST REPROD GEN,J. Assist. Reprod. Genet.,JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,1058-0468,12,USA,ENGLISH,1992,KM SD WF,3082,85,351,394,745,400,361,234,1740,217,206,195,401,202,153,90,846,1.858,0.392,4.9,2.057,0.00765,0.87246,0.598,M,OY668,SPRINGER/PLENUM PUBLISHERS,KM,GENETICS & HEREDITY,118/166,Q3,29.217
J NEUROGENET,J. Neurogenet.,JOURNAL OF NEUROGENETICS,0167-7063,4,ENGLAND,ENGLISH,1983,KM RU,548,14,60,29,89,54,59,34,236,25,30,18,48,38,22,22,130,1.854,0.560,6.3,1.815,0.00140,0.15995,0.714,Q,ZA501,TAYLOR & FRANCIS LTD,KM,GENETICS & HEREDITY,119/166,Q3,28.614
MITOCHONDRION,Mitochondrion,MITOCHONDRION,1567-7249,6,ENGLAND,ENGLISH,2001,DR KM,2906,52,324,460,784,294,424,328,1830,74,105,110,215,79,127,74,495,3.647,0.703,4.8,3.697,0.00893,1.01753,1.193,B,JM451,ELSEVIER SCI LTD,KM,GENETICS & HEREDITY,48/166,Q2,71.386
MUTAGENESIS,Mutagenesis,MUTAGENESIS,0267-8357,6,ENGLAND,ENGLISH,1986,KM YO,3265,105,106,211,317,231,398,230,1176,84,58,80,138,84,97,71,390,2.297,1.250,7.7,3.015,0.00464,0.52856,0.786,B,TT001,OXFORD UNIV PRESS,KM,GENETICS & HEREDITY,94/166,Q3,43.675
LIMNOLOGY,Limnology,LIMNOLOGY,1439-8621,3,JAPAN,ENGLISH,2000,OU,579,3,17,24,41,30,45,45,161,20,26,29,55,31,31,33,150,0.745,0.150,9.5,1.073,0.00069,0.0791,0.306,T,YK509,SPRINGER JAPAN KK,OU,LIMNOLOGY,15/20,Q3,27.5
EUR J IND ENG,Eur. J. Ind. Eng.,European Journal of Industrial Engineering,1751-5254,4,ENGLAND,ENGLISH,2007,IJ PE,230,3,18,33,51,65,24,28,168,30,35,36,71,36,24,23,154,0.718,0.100,3.9,1.091,0.00066,0.07467,0.281,Q,LX525,INDERSCIENCE ENTERPRISES LTD,PE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,69/82,Q4,16.463
EXPERT SYST APPL,Expert Syst. Appl.,EXPERT SYSTEMS WITH APPLICATIONS,0957-4174,24,USA,ENGLISH,1990,EP IQ PE,23852,742,2223,2055,4278,3864,4822,2921,15885,791,709,726,1435,1363,1709,1010,5517,2.981,0.938,4.6,2.879,0.05491,6.25868,0.658,S,UC250,PERGAMON-ELSEVIER SCIENCE LTD,PE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,6/82,Q1,93.293
IEEE SYST J,IEEE Syst. J.,IEEE Systems Journal,1932-8184,4,USA,ENGLISH,2007,ET IQ PE YE,1076,45,222,205,427,226,122,97,872,140,122,80,202,67,55,56,380,2.114,0.321,3.3,2.295,0.00444,0.50617,0.773,Q,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,PE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,17/82,Q1,79.878
J OPER RES SOC,J. Oper. Res. Soc.,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,0160-5682,12,ENGLAND,ENGLISH,1978,PE,5413,22,126,249,375,195,293,254,1117,171,152,154,306,146,192,162,806,1.225,0.129,>10,1.386,0.00633,0.72126,0.519,M,TX120,PALGRAVE MACMILLAN LTD,PE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,41/82,Q2,50.61
J SCHEDULING,J. Sched.,JOURNAL OF SCHEDULING,1094-6136,6,NETHERLANDS,ENGLISH,1998,IK PE,885,2,30,60,90,60,87,56,293,49,40,48,88,58,44,41,231,1.023,0.041,7.8,1.268,0.00202,0.22981,0.577,B,PA269,SPRINGER,PE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,49/82,Q3,40.854
PROD PLAN CONTROL,Prod. Plan. Control,PRODUCTION PLANNING & CONTROL,0953-7287,8,ENGLAND,ENGLISH,1990,IJ IK PE,1539,19,83,159,242,191,122,75,630,82,86,72,158,61,54,51,324,1.532,0.232,7.5,1.944,0.00182,0.20728,0.371,B,ZA501,TAYLOR & FRANCIS LTD,PE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,28/82,Q2,66.463
STUD INFORM CONTROL,Stud. Inform. Control,Studies in Informatics and Control,1220-1766,4,ROMANIA,ENGLISH,1992,AC PE,188,11,23,37,60,30,15,17,122,47,38,45,83,47,39,44,213,0.723,0.234,3.8,0.573,0.00025,0.02884,0.079,Q,ACB89,NATL INST R&D INFORMATICS-ICI,PE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,68/82,Q4,17.683
MECH IND,Mech. Ind.,Mechanics & Industry,2257-7777,6,FRANCE,MULTI-LANGUAGE,2000,IU PU,198,8,20,42,62,29,21,10,122,75,65,46,111,42,55,55,263,0.559,0.107,4,0.464,0.00072,0.08223,0.181,B,IZ925,EDP SCIENCES S A,PU,MECHANICS,119/135,Q4,12.222
NUMER HEAT TR A-APPL,Numer. Heat Tranf. A-Appl.,NUMERICAL HEAT TRANSFER PART A-APPLICATIONS,1040-7782,24,USA,MULTI-LANGUAGE,1989,DT PU,2392,41,217,215,432,189,163,95,879,140,126,97,223,100,89,89,501,1.937,0.293,8.2,1.754,0.00336,0.38353,0.444,S,ZA463,TAYLOR & FRANCIS INC,PU,MECHANICS,36/135,Q2,73.704
PMM-J APPL MATH MEC+,Pmm-J. Appl. Math. Mech.,PMM JOURNAL OF APPLIED MATHEMATICS AND MECHANICS,0021-8928,6,RUSSIA,ENGLISH,1958,PN PU,1455,5,19,35,54,38,33,24,149,32,72,75,147,83,83,78,391,0.367,0.156,>10,0.381,0.00127,0.14526,0.216,B,UC250,PERGAMON-ELSEVIER SCIENCE LTD,PU,MECHANICS,125/135,Q4,7.778
SHOCK VIB,Shock Vib.,SHOCK AND VIBRATION,1070-9622,6,USA,ENGLISH,1994,AA IU PU,848,31,150,107,257,66,68,44,435,313,211,81,292,106,60,54,512,0.880,0.099,5,0.850,0.00163,0.18604,0.211,B,LM755,HINDAWI PUBLISHING CORP,PU,MECHANICS,98/135,Q3,27.778
SOUND VIB,Sound Vib.,SOUND AND VIBRATION,1541-0161,12,USA,ENGLISH,1967,AA IU PU,230,1,0,2,2,3,7,22,34,21,21,23,44,24,22,23,113,0.045,0.048,>10,0.301,0.00017,0.01944,0.100,M,AJ563,ACOUSTICAL PUBL INC,PU,MECHANICS,135/135,Q4,0.37
STRUCT MULTIDISCIP O,Struct. Multidiscip. Optim.,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,1615-147X,12,GERMANY (FED REP GER),ENGLISH,1989,EV IF PU,3896,33,211,436,647,302,348,440,1737,165,151,142,293,131,126,179,729,2.208,0.200,6.6,2.383,0.00947,1.07883,0.859,M,YK501,SPRINGER,PU,MECHANICS,24/135,Q1,82.593
THERMOPHYS AEROMECH+,Thermophys. Aeromechanics,Thermophysics and Aeromechanics,0869-8643,4,RUSSIA,ENGLISH,1994,DT PU,219,5,26,32,58,23,20,24,125,49,78,81,159,65,57,58,339,0.365,0.102,5.1,0.369,0.00075,0.08543,0.146,Q,PT700,MAIK NAUKA/INTERPERIODICA/SPRINGER,PU,MECHANICS,126/135,Q4,7.037
WIND STRUCT,Wind Struct.,WIND AND STRUCTURES,1226-6116,12,SOUTH KOREA,ENGLISH,1998,FA IM PU,460,15,61,45,106,20,33,25,184,79,73,69,142,32,31,32,237,0.746,0.190,7.3,0.776,0.00066,0.0753,0.184,M,ZF900,TECHNO-PRESS,PU,MECHANICS,108/135,Q4,20.37
ANN BIOL CLIN-PARIS,Ann. Biol. Clin.,ANNALES DE BIOLOGIE CLINIQUE,0003-3898,6,FRANCE,MULTI-LANGUAGE,1943,PW QA,425,5,22,30,52,29,20,31,132,84,76,107,183,77,94,84,438,0.284,0.060,9.1,0.301,0.00042,0.04742,0.063,B,OQ019,JOHN LIBBEY EUROTEXT LTD,PW,MEDICAL LABORATORY TECHNOLOGY,27/30,Q4,11.667
BIOMED SIGNAL PROCES,Biomed. Signal Process. Control,Biomedical Signal Processing and Control,1746-8094,4,ENGLAND,ENGLISH,2006,IG PW,961,49,157,211,368,143,70,70,651,141,130,112,242,74,52,42,410,1.521,0.348,3.4,1.588,0.00241,0.27486,0.389,Q,JM451,ELSEVIER SCI LTD,PW,MEDICAL LABORATORY TECHNOLOGY,20/30,Q3,35
LABMEDICINE,Labmedicine,Labmedicine,0007-5027,4,USA,ENGLISH,1965,PW,448,4,45,19,64,35,49,63,211,43,55,59,114,46,93,94,347,0.561,0.093,6.2,0.608,0.00088,0.09982,0.167,Q,DA773,AMER SOC CLINICAL PATHOLOGY,PW,MEDICAL LABORATORY TECHNOLOGY,25/30,Q4,18.333
THER DRUG MONIT,Ther. Drug Monit.,THERAPEUTIC DRUG MONITORING,0163-4356,6,USA,ENGLISH,1979,PW TU YO,3530,58,217,250,467,252,177,204,1100,113,116,107,223,103,100,122,548,2.094,0.513,8.6,2.007,0.00445,0.5077,0.537,B,VF505,LIPPINCOTT WILLIAMS & WILKINS,PW,MEDICAL LABORATORY TECHNOLOGY,12/30,Q2,61.667
AEROSP MED HUM PERF,Aerosp. Med.Hum. Perform.,Aerospace Medicine and Human Performance,2375-6314,12,USA,ENGLISH,2015,NE PY XW,28,28,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,,0.222,,,0.00000,0,,M,AP501,AEROSPACE MEDICAL ASSOC,PY,"MEDICINE, GENERAL & INTERNAL",154/155,Q4,0.968
AM J MANAG CARE,Am. J. Manag. Care,AMERICAN JOURNAL OF MANAGED CARE,1088-0224,12,USA,ENGLISH,1995,HL PY,3400,22,149,313,462,366,348,388,1564,115,165,140,305,131,134,157,727,1.515,0.191,6.3,2.151,0.01078,1.22898,0.981,M,ABY64,MANAGED CARE & HEALTHCARE COMMUNICATIONS LLC,PY,"MEDICINE, GENERAL & INTERNAL",66/155,Q2,57.742
IEEE NETWORK,IEEE Netw.,IEEE NETWORK,0890-8044,6,USA,ENGLISH,1987,ES ET IQ YE,1628,65,128,217,345,145,198,148,836,72,63,56,119,44,38,37,238,2.899,0.903,5.4,3.513,0.00615,0.70087,1.708,B,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,IQ,"ENGINEERING, ELECTRICAL & ELECTRONIC",29/257,Q1,88.911
IEEE T COMPUT AID D,IEEE Trans. Comput-Aided Des. Integr. Circuits Syst.,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,0278-0070,12,USA,ENGLISH,1982,ES EV IQ,3261,41,106,286,392,200,237,239,1068,166,163,169,332,167,163,182,844,1.181,0.247,8.2,1.265,0.00621,0.70753,0.486,M,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,IQ,"ENGINEERING, ELECTRICAL & ELECTRONIC",137/257,Q3,46.887
IEEE T CONTR SYST T,IEEE Trans. Control Syst. Technol.,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,1063-6536,6,USA,ENGLISH,1993,AC IQ,6922,115,486,816,1302,574,604,627,3107,223,235,227,462,153,154,142,911,2.818,0.516,6.6,3.411,0.01772,2.01935,1.286,B,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,IQ,"ENGINEERING, ELECTRICAL & ELECTRONIC",30/257,Q1,88.521
IEEE T DEVICE MAT RE,IEEE Trans. Device Mater. Reliab.,IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,1530-4388,4,USA,ENGLISH,2001,IQ UB,1350,14,184,122,306,139,105,86,636,81,147,66,213,80,67,59,419,1.437,0.173,6.3,1.518,0.00367,0.41788,0.579,Q,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,IQ,"ENGINEERING, ELECTRICAL & ELECTRONIC",113/257,Q2,56.226
IEEE T SMART GRID,IEEE Trans. Smart Grid,IEEE Transactions on Smart Grid,1949-3053,6,USA,ENGLISH,2010,IQ,4753,133,745,1000,1745,1487,693,669,4594,309,302,245,547,227,87,39,900,3.190,0.430,3.3,5.104,0.02917,3.32438,2.143,B,LT560,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,IQ,"ENGINEERING, ELECTRICAL & ELECTRONIC",24/257,Q1,90.856
PLOS GENET,PLoS Genet.,PLoS Genetics,1553-7404,12,USA,ENGLISH,2005,KM,35832,794,4421,6449,10870,5462,4773,3798,24903,745,790,842,1632,691,548,458,3329,6.661,1.066,4.2,7.481,0.19127,21.80045,3.799,M,RT410,PUBLIC LIBRARY SCIENCE,KM,GENETICS & HEREDITY,15/166,Q1,91.265
PSYCHIAT GENET,Psychiatr. Genet.,PSYCHIATRIC GENETICS,0955-8829,6,USA,ENGLISH,1990,KM RU,1072,13,66,85,151,107,61,105,424,33,46,41,87,44,40,45,216,1.736,0.394,7.3,1.963,0.00212,0.24142,0.648,B,VF505,LIPPINCOTT WILLIAMS & WILKINS,KM,GENETICS & HEREDITY,125/166,Q4,25
PUBLIC HEALTH GENOM,Pub. Health Genomics,Public Health Genomics,1662-4246,6,SWITZERLAND,ENGLISH,1998,KM NE,539,12,39,70,109,94,102,144,449,42,33,38,71,39,39,61,210,1.535,0.286,4.5,2.138,0.00246,0.2809,0.776,B,WG001,KARGER,KM,GENETICS & HEREDITY,131/166,Q4,21.386
THEOR APPL GENET,Theor. Appl. Genet.,THEORETICAL AND APPLIED GENETICS,0040-5752,12,GERMANY (FED REP GER),ENGLISH,1929,AM DE KM MU,20633,124,736,980,1716,1182,1075,1018,4991,192,203,237,440,267,254,252,1213,3.900,0.646,>10,4.115,0.01763,2.0096,0.961,M,YK501,SPRINGER,KM,GENETICS & HEREDITY,41/166,Q1,75.602
TREE GENET GENOMES,Tree Genet. Genomes,Tree Genetics & Genomes,1614-2942,6,GERMANY (FED REP GER),ENGLISH,2005,KA KM MU,1988,41,213,337,550,330,279,230,1389,162,136,122,258,111,103,86,558,2.132,0.253,4.3,2.489,0.00497,0.566,0.588,B,ZX651,SPRINGER HEIDELBERG,KM,GENETICS & HEREDITY,102/166,Q3,38.855
TWIN RES HUM GENET,Twin Res. Hum. Genet.,Twin Research and Human Genetics,1832-4274,6,AUSTRALIA,ENGLISH,1998,KM SD,1652,14,55,387,442,170,99,116,827,83,54,135,189,74,73,64,400,2.339,0.169,5.9,2.068,0.00493,0.56247,0.816,B,GL001,CAMBRIDGE UNIV PRESS,KM,GENETICS & HEREDITY,90/166,Q3,46.084
ARCTIC,Arctic,ARCTIC,0004-0843,4,CANADA,MULTI-LANGUAGE,1947,JA KV,1667,18,37,55,92,87,51,62,292,48,49,41,90,51,40,37,218,1.022,0.375,>10,1.339,0.00155,0.17643,0.470,Q,DZ001,ARCTIC INST N AMER,KV,"GEOGRAPHY, PHYSICAL",39/49,Q4,21.429
